2 2 d d c 0 0 0 1
2 2 d d c 0 0 1 0
3 3 e d d c 0 0 0 1 0 2
3 3 e d d c 0 0 1 0 2 0
3 3 e d d c 0 0 1 0 1 1
3 3 e d d c 0 0 0 1 1 0
3 3 e d d c 0 0 0 1 1 1
3 3 e d d c 0 1 1 0 1 1
4 4 f e d d c 0 0 0 1 0 2 0 3
4 4 f e d d c 0 0 1 0 2 0 3 0
4 4 f e d d c 0 0 1 0 1 1 1 2
4 4 f e d d c 0 0 0 1 1 0 2 0
4 4 f e d d c 0 0 0 1 0 2 1 2
4 4 f e d d c 0 1 1 1 2 0 2 1
4 4 f e d d c 0 0 0 1 1 1 2 1
4 4 f e d d c 0 2 1 0 1 1 1 2
4 4 f e d d c 0 0 1 0 2 0 2 1
4 4 f e d d c 0 0 0 1 0 2 1 0
4 4 f e d d c 0 0 0 1 1 1 1 2
4 4 f e d d c 0 1 1 0 1 1 2 0
4 4 f e d d c 0 0 1 0 1 1 2 1
4 4 f e d d c 0 1 0 2 1 0 1 1
4 0 d 0 0 0 1 1 0 1 1
4 4 e e e d c 0 0 0 1 0 2 1 1
4 4 e e e d c 0 1 1 0 1 1 2 1
4 4 e e e d c 0 1 1 0 1 1 1 2
4 4 e e e d c 0 0 1 0 1 1 2 0
5 2 e e d 0 0 0 1 1 0 1 1 1 2
5 2 e e d 0 0 0 1 1 0 1 1 2 0
5 2 e e d 0 0 0 1 0 2 1 1 1 2
5 2 e e d 0 1 1 0 1 1 2 0 2 1
5 2 e e d 0 0 0 1 1 0 1 1 2 1
5 2 e e d 0 1 0 2 1 0 1 1 1 2
5 2 e e d 0 0 1 0 1 1 2 0 2 1
5 2 e e d 0 0 0 1 0 2 1 0 1 1
5 6 e e e e e c c 0 1 1 0 1 1 1 2 2 1
5 5 f e e d c c 0 0 0 1 0 2 0 3 1 1
5 5 f e e d c c 0 1 1 0 1 1 2 1 3 1
5 5 f e e d c c 0 2 1 0 1 1 1 2 1 3
5 5 f e e d c c 0 0 1 0 2 0 2 1 3 0
5 5 f e e d c c 0 0 1 0 1 1 2 0 3 0
5 5 f e e d c c 0 0 0 1 0 2 0 3 1 2
5 5 f e e d c c 0 1 1 1 2 0 2 1 3 1
5 5 f e e d c c 0 1 1 0 1 1 1 2 1 3
5 5 f e e d c c 0 0 1 0 1 1 1 2 2 2
5 5 f e e d c c 0 1 0 2 1 1 2 0 2 1
5 5 f e e d c c 0 0 0 1 1 1 2 1 2 2
5 5 f e e d c c 0 2 1 0 1 1 1 2 2 0
